Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,419.0400085449219,423.19000244140625,417.4700012207031,419.25,408.5633544921875,779000
2022-06-28,423.0,427.55999755859375,419.3500061035156,420.7099914550781,409.98614501953125,953300
2022-06-29,423.05999755859375,424.4100036621094,416.42999267578125,418.8900146484375,408.2125549316406,733800
2022-06-30,418.1600036621094,430.32000732421875,416.8800048828125,429.9599914550781,419.0003356933594,1269500
2022-07-01,429.739990234375,434.9599914550781,424.4800109863281,433.5199890136719,422.4696044921875,1296900
2022-07-05,424.7900085449219,425.7699890136719,407.2099914550781,415.25,404.665283203125,1712800
2022-07-06,416.8999938964844,427.8599853515625,415.2799987792969,425.8900146484375,415.0340881347656,1044900
2022-07-07,424.4800109863281,428.0,419.54998779296875,422.19000244140625,411.4284362792969,1177100
2022-07-08,425.5400085449219,426.9700012207031,419.9700012207031,420.3500061035156,409.63531494140625,682000
2022-07-11,417.8999938964844,423.0,415.3800048828125,419.07000732421875,408.387939453125,602600
2022-07-12,419.4700012207031,419.8900146484375,412.6000061035156,413.989990234375,403.4374084472656,680500
2022-07-13,409.1099853515625,417.7699890136719,407.7300109863281,408.0,397.6001281738281,1155500
2022-07-14,403.19000244140625,405.3699951171875,397.5199890136719,400.30999755859375,390.10614013671875,1160700
2022-07-15,403.7099914550781,403.7099914550781,397.80999755859375,398.3800048828125,388.2253112792969,1223200
2022-07-18,399.9700012207031,400.0,387.0299987792969,387.2799987792969,377.40826416015625,2759700
2022-07-19,378.82000732421875,390.57000732421875,373.6700134277344,390.3800048828125,380.4292297363281,3023800
2022-07-20,390.6600036621094,397.4800109863281,385.6700134277344,395.2200012207031,385.1458740234375,1560300
2022-07-21,394.32000732421875,395.54998779296875,389.6400146484375,395.20001220703125,385.1264343261719,941000
2022-07-22,399.95001220703125,401.9700012207031,393.4599914550781,394.739990234375,384.6781005859375,769400
2022-07-25,394.3699951171875,403.7300109863281,393.6300048828125,399.79998779296875,389.6091003417969,1038300
2022-07-26,400.17999267578125,402.9800109863281,396.57000732421875,396.80999755859375,386.6953430175781,992400
2022-07-27,397.7900085449219,399.25,394.0,398.5400085449219,388.3812561035156,838600
2022-07-28,399.1499938964844,406.7699890136719,396.1400146484375,406.0799865722656,395.7290344238281,1014600
2022-07-29,406.489990234375,414.1499938964844,402.0,413.80999755859375,403.2619934082031,1493500
2022-08-01,418.239990234375,428.5,416.6400146484375,419.2799987792969,408.59259033203125,1721900
2022-08-02,425.010009765625,432.8399963378906,419.1000061035156,428.7799987792969,417.8504333496094,2453900
2022-08-03,427.2699890136719,431.760009765625,419.6400146484375,429.29998779296875,418.357177734375,1330500
2022-08-04,430.7099914550781,434.6499938964844,426.8900146484375,428.1300048828125,417.2170104980469,1126400
2022-08-05,425.260009765625,427.8399963378906,419.5299987792969,426.4100036621094,415.5408630371094,932500
2022-08-08,427.5,429.3699951171875,421.67999267578125,423.8599853515625,413.05584716796875,814800
2022-08-09,426.95001220703125,431.8800048828125,425.70001220703125,428.54998779296875,417.62628173828125,747400
2022-08-10,430.07000732421875,432.25,426.3399963378906,429.989990234375,419.0295715332031,1409300
2022-08-11,429.239990234375,432.489990234375,427.20001220703125,428.8500061035156,417.91864013671875,949300
2022-08-12,428.8999938964844,434.2900085449219,427.19000244140625,434.239990234375,423.1712646484375,978000
2022-08-15,432.67999267578125,439.9700012207031,429.8599853515625,438.010009765625,426.8451843261719,884900
2022-08-16,436.9200134277344,445.0,436.9200134277344,440.1600036621094,428.94036865234375,851100
2022-08-17,436.1300048828125,445.489990234375,435.0,441.5899963378906,430.3338928222656,996500
2022-08-18,441.9100036621094,444.5799865722656,436.8699951171875,439.3500061035156,428.1510314941406,866500
2022-08-19,438.4800109863281,440.9200134277344,436.0400085449219,440.0299987792969,428.81365966796875,1013600
2022-08-22,438.510009765625,441.6400146484375,431.8399963378906,432.3299865722656,421.3099365234375,1086700
2022-08-23,432.92999267578125,434.7300109863281,430.29998779296875,433.1199951171875,422.079833984375,915200
2022-08-24,433.989990234375,435.45001220703125,430.94000244140625,433.7099914550781,422.6547546386719,740200
2022-08-25,433.7099914550781,438.8399963378906,432.42999267578125,438.6400146484375,427.4591064453125,727600
2022-08-26,440.3999938964844,442.7799987792969,430.94000244140625,431.1300048828125,420.1405334472656,876200
2022-08-29,427.6600036621094,433.8999938964844,426.4800109863281,429.67999267578125,418.72747802734375,868100
2022-08-30,429.44000244140625,430.3699951171875,424.010009765625,425.1099853515625,414.2739562988281,976100
2022-08-31,422.3599853515625,424.739990234375,420.0199890136719,420.1099853515625,412.1158447265625,909300
2022-09-01,418.239990234375,423.5799865722656,417.79998779296875,422.6099853515625,414.5682678222656,948800
2022-09-02,424.989990234375,425.69000244140625,417.54998779296875,418.57000732421875,410.60516357421875,869800
2022-09-06,419.010009765625,423.2699890136719,415.7799987792969,417.7799987792969,409.8302001953125,962500
2022-09-07,415.3500061035156,420.8999938964844,412.260009765625,420.1400146484375,412.1452941894531,1255700
2022-09-08,419.57000732421875,421.07000732421875,414.7699890136719,419.6499938964844,411.6645812988281,1112600
2022-09-09,420.69000244140625,423.6199951171875,419.0199890136719,421.5299987792969,413.5088195800781,1284600
2022-09-12,421.0,421.489990234375,417.5,418.6400146484375,410.673828125,1349700
2022-09-13,417.32000732421875,420.79998779296875,407.3599853515625,409.3299865722656,401.54095458984375,1621200
2022-09-14,410.19000244140625,418.3999938964844,408.29998779296875,416.6300048828125,408.70208740234375,1004100
2022-09-15,414.8299865722656,414.8299865722656,410.7300109863281,413.5899963378906,405.71990966796875,1189200
2022-09-16,411.25,415.7699890136719,410.010009765625,414.2900085449219,406.4065856933594,2023300
2022-09-19,414.0,417.6400146484375,412.7300109863281,416.5199890136719,408.5941467285156,695500
2022-09-20,416.0,421.4100036621094,412.3399963378906,420.5799865722656,412.576904296875,1112100
2022-09-21,427.989990234375,433.7900085449219,420.0299987792969,420.20001220703125,412.20416259765625,2106400
2022-09-22,419.8299865722656,424.7200012207031,413.0,422.0799865722656,414.04833984375,1409900
2022-09-23,419.7799987792969,420.010009765625,407.5799865722656,413.07000732421875,405.2098083496094,1874600
2022-09-26,411.69000244140625,412.2099914550781,406.510009765625,407.6499938964844,399.8929748535156,1208300
2022-09-27,409.20001220703125,410.32000732421875,398.3699951171875,399.739990234375,392.1334533691406,1051900
2022-09-28,397.20001220703125,402.0899963378906,391.1000061035156,400.0,392.3885192871094,1161500
2022-09-29,398.9800109863281,399.4100036621094,385.8900146484375,389.7900085449219,382.372802734375,1127700
2022-09-30,381.6300048828125,389.8999938964844,381.54998779296875,386.2900085449219,378.9394226074219,1343700
2022-10-03,389.739990234375,402.8299865722656,389.0799865722656,399.739990234375,392.1334533691406,1273800
2022-10-04,403.1099853515625,407.8399963378906,399.8299865722656,406.1099853515625,398.3822326660156,1060000
2022-10-05,406.1099853515625,407.6600036621094,400.7799987792969,402.510009765625,394.8507385253906,828400
2022-10-06,401.6199951171875,403.6000061035156,398.0799865722656,399.6099853515625,392.00592041015625,746700
